time,flow,velocity,pressure,voltage
2022-09-30 0:04:22,0,0,1.332,12.9
2022-09-30 0:03:21,0,0,1.324,12.9
2022-09-30 0:02:20,0,0,1.331,12.9
2022-09-30 0:01:19,0,0,1.332,12.9
2022-09-30 0:00:18,0,0,1.332,12.9
2022-09-29 23:59:17,0,0,1.339,12.9
2022-09-29 23:58:16,0,0,1.331,12.9
2022-09-29 23:57:15,0,0,1.332,12.9
2022-09-29 23:56:14,0,0,1.332,12.9
2022-09-29 23:55:13,0,0,1.332,12.9
2022-09-29 23:54:12,0,0,1.34,12.9
2022-09-29 23:53:11,0,0,1.332,12.9
2022-09-29 23:52:10,0,0,1.34,12.9
2022-09-29 23:51:09,0,0,1.34,12.9
2022-09-29 23:50:08,0,0,1.332,12.9
2022-09-29 23:49:07,0,0,1.324,12.9
2022-09-29 23:48:06,0,0,1.332,12.9
2022-09-29 23:47:05,0,0,1.332,12.9
2022-09-29 23:46:04,0,0,1.324,12.9
2022-09-29 23:45:03,0,0,1.325,12.9
2022-09-29 23:44:02,0,0,1.333,12.9
2022-09-29 23:43:01,0,0,1.324,12.9
2022-09-29 23:42:00,0,0,1.317,12.9
2022-09-29 23:40:59,0,0,1.333,12.9
2022-09-29 23:39:58,0,0,1.332,12.9
2022-09-29 23:38:57,0,0,1.334,12.9
2022-09-29 23:37:56,2.016,0.042,1.309,12.9
2022-09-29 23:36:55,0,0,1.317,12.9
2022-09-29 23:35:54,0,0,1.332,12.9
2022-09-29 23:34:53,0,0,1.325,12.9
2022-09-29 23:33:52,0,0,1.325,12.9
2022-09-29 23:32:51,0,0,1.325,12.9
2022-09-29 23:31:50,0,0,1.333,12.9
2022-09-29 23:30:49,0,0,1.325,12.9
2022-09-29 23:29:48,0,0,1.333,12.9
2022-09-29 23:28:47,0,0,1.333,12.9
2022-09-29 23:27:46,0,0,1.333,12.9
2022-09-29 23:26:45,0,0,1.333,12.9
2022-09-29 23:25:44,0,0,1.333,12.9
2022-09-29 23:24:43,0,0,1.326,12.9
2022-09-29 23:23:42,0,0,1.334,12.9
2022-09-29 23:22:41,0,0,1.326,12.9
2022-09-29 23:21:40,0,0,1.326,12.9
2022-09-29 23:20:39,0,0,1.325,12.9
2022-09-29 23:19:38,0,0,1.318,12.9
2022-09-29 23:18:37,0,0,1.326,12.9
2022-09-29 23:17:36,0,0,1.326,12.9
2022-09-29 23:16:35,0,0,1.318,12.9
2022-09-29 23:15:34,0,0,1.326,12.9
2022-09-29 23:14:33,0,0,1.342,12.9
2022-09-29 23:13:32,0,0,1.326,12.9
2022-09-29 23:12:31,0,0,1.327,12.9
2022-09-29 23:11:31,0,0,1.334,12.9
2022-09-29 23:10:29,0,0,1.318,12.9
2022-09-29 23:09:28,0,0,1.334,12.9
2022-09-29 23:08:27,0,0,1.342,12.9
2022-09-29 23:07:26,0,0,1.326,12.9
2022-09-29 23:06:25,0,0,1.326,12.9
2022-09-29 23:05:24,0,0,1.334,12.9
2022-09-29 23:04:23,0,0,1.327,12.9
2022-09-29 23:03:22,0,0,1.335,12.9
2022-09-29 23:02:21,0,0,1.335,12.9
2022-09-29 23:01:20,0,0,1.343,12.9
2022-09-29 23:00:19,0,0,1.319,12.9
2022-09-29 22:59:19,0,0,1.327,12.9
2022-09-29 22:58:17,0,0,1.327,12.9
2022-09-29 22:57:16,0,0,1.319,12.9
2022-09-29 22:56:15,0,0,1.335,12.9
2022-09-29 22:55:14,0,0,1.328,12.9
2022-09-29 22:54:13,0,0,1.335,12.9
2022-09-29 22:53:12,0,0,1.327,12.9
2022-09-29 22:52:11,0,0,1.328,12.9
2022-09-29 22:51:10,0,0,1.328,13
2022-09-29 22:50:09,0,0,1.32,12.9
2022-09-29 22:49:08,0,0,1.328,12.9
2022-09-29 22:48:07,0,0,1.328,13
2022-09-29 22:47:06,0,0,1.328,12.9
2022-09-29 22:46:05,0,0,1.32,13
2022-09-29 22:45:04,0,0,1.328,12.9
2022-09-29 22:44:03,0,0,1.328,12.9
2022-09-29 22:43:02,0,0,1.32,12.9
2022-09-29 22:42:01,0,0,1.32,12.9
2022-09-29 22:41:00,1.453,0.03,1.313,13
2022-09-29 22:39:59,0,0,1.32,12.9
2022-09-29 22:38:58,0,0,1.313,13
2022-09-29 22:37:57,0,0,1.328,12.9
2022-09-29 22:36:56,0,0,1.305,12.9
2022-09-29 22:35:55,0,0,1.313,13
2022-09-29 22:34:54,1.789,0.037,1.313,13
2022-09-29 22:33:53,0,0,1.305,13
2022-09-29 22:32:52,0,0,1.313,13
2022-09-29 22:31:51,0,0,1.328,12.9
2022-09-29 22:30:50,1.547,0.032,1.313,13
2022-09-29 22:29:49,0,0,1.321,13
2022-09-29 22:28:48,0,0,1.313,13
2022-09-29 22:27:47,0,0,1.313,13
2022-09-29 22:26:46,0,0,1.329,13
2022-09-29 22:25:45,0,0,1.314,13
2022-09-29 22:24:44,0,0,1.313,13
2022-09-29 22:23:43,0,0,1.314,13
2022-09-29 22:22:42,0,0,1.321,13
2022-09-29 22:21:41,0,0,1.322,13
2022-09-29 22:20:40,0,0,1.329,13
2022-09-29 22:19:39,0,0,1.329,13
2022-09-29 22:18:38,0,0,1.314,13
2022-09-29 22:17:37,0,0,1.322,13
2022-09-29 22:16:36,0,0,1.33,13
2022-09-29 22:15:35,0,0,1.329,13
2022-09-29 22:14:34,0,0,1.322,13
2022-09-29 22:13:33,1.453,0.03,1.322,13
2022-09-29 22:12:31,1.594,0.033,1.322,13
2022-09-29 22:11:31,0,0,1.331,13
2022-09-29 22:10:30,0,0,1.321,13
2022-09-29 22:09:29,0,0,1.314,13
2022-09-29 22:08:28,0,0,1.33,13
2022-09-29 22:07:27,0,0,1.322,13
2022-09-29 22:06:26,0,0,1.323,13
2022-09-29 22:05:25,0,0,1.322,13
2022-09-29 22:04:24,0,0,1.322,13
2022-09-29 22:03:23,0,0,1.338,13
2022-09-29 22:02:22,0,0,1.322,13
2022-09-29 22:01:21,0,0,1.322,13
2022-09-29 22:00:20,1.516,0.032,1.322,13
2022-09-29 21:59:19,0,0,1.323,13
2022-09-29 21:58:18,1.711,0.036,1.322,13
2022-09-29 21:57:17,0,0,1.307,13
2022-09-29 21:56:16,1.93,0.04,1.307,13
2022-09-29 21:55:15,1.477,0.031,1.323,13
2022-09-29 21:54:14,2.266,0.048,1.307,13
2022-09-29 21:53:13,2.391,0.05,1.292,13
2022-09-29 21:52:12,0,0,1.316,13
2022-09-29 21:51:11,0,0,1.323,13
2022-09-29 21:50:10,0,0,1.308,13
2022-09-29 21:49:09,1.781,0.037,1.308,13
2022-09-29 21:48:08,0,0,1.308,13
2022-09-29 21:47:07,0,0,1.308,13
2022-09-29 21:46:06,0,0,1.323,13
2022-09-29 21:45:05,1.961,0.041,1.3,13
2022-09-29 21:44:04,1.719,0.036,1.292,13
2022-09-29 21:43:03,0,0,1.308,13
2022-09-29 21:42:02,2.281,0.048,1.3,13
2022-09-29 21:41:01,2.969,0.062,1.307,13
2022-09-29 21:40:00,2.25,0.047,1.316,13
2022-09-29 21:38:59,1.898,0.04,1.316,13
2022-09-29 21:37:58,3.609,0.076,1.308,13
2022-09-29 21:36:57,3.375,0.071,1.309,13
2022-09-29 21:35:56,2.938,0.062,1.301,13
2022-09-29 21:34:55,2,0.042,1.308,13
2022-09-29 21:33:54,2.5,0.053,1.301,13
2022-09-29 21:32:53,2.172,0.046,1.292,13
2022-09-29 21:31:52,1.734,0.036,1.316,13
2022-09-29 21:30:51,1.766,0.037,1.309,13
2022-09-29 21:29:50,2.188,0.046,1.317,13
2022-09-29 21:28:49,3.109,0.065,1.317,13
2022-09-29 21:27:48,1.461,0.031,1.317,13
2022-09-29 21:26:47,2.719,0.057,1.316,13
2022-09-29 21:25:46,2.281,0.048,1.309,13
2022-09-29 21:24:44,0,0,1.317,13
2022-09-29 21:23:44,1.516,0.032,1.317,13
2022-09-29 21:22:43,2.094,0.044,1.301,13
2022-09-29 21:21:42,2.375,0.05,1.333,13
2022-09-29 21:20:41,2.344,0.049,1.317,13
2022-09-29 21:19:40,2.188,0.046,1.302,13
2022-09-29 21:18:39,0,0,1.325,13
2022-09-29 21:17:38,0,0,1.325,13
2022-09-29 21:16:37,2.469,0.052,1.325,13
2022-09-29 21:15:37,2.422,0.051,1.294,13
2022-09-29 21:14:35,1.547,0.032,1.31,13
2022-09-29 21:13:34,2.031,0.043,1.325,13
2022-09-29 21:12:33,3.344,0.07,1.302,13
2022-09-29 21:11:32,2.875,0.06,1.294,13
2022-09-29 21:10:31,2.359,0.049,1.302,13
2022-09-29 21:09:30,2.344,0.049,1.294,13
2022-09-29 21:08:29,2.859,0.06,1.31,13
2022-09-29 21:07:28,2.578,0.054,1.302,13
2022-09-29 21:06:27,1.695,0.035,1.303,13
2022-09-29 21:05:26,2.438,0.051,1.302,13
2022-09-29 21:04:25,2.641,0.055,1.31,13
2022-09-29 21:03:24,2.156,0.045,1.318,13
2022-09-29 21:02:23,3.047,0.064,1.303,13
2022-09-29 21:01:22,3.063,0.064,1.31,13
2022-09-29 21:00:21,2.406,0.05,1.302,13
2022-09-29 20:59:20,2.5,0.053,1.311,13
2022-09-29 20:58:19,1.875,0.039,1.295,13
2022-09-29 20:57:18,2.156,0.045,1.286,12.9
2022-09-29 20:56:17,1.875,0.039,1.295,13
2022-09-29 20:55:16,1.594,0.033,1.311,13
2022-09-29 20:54:15,2.297,0.048,1.295,13
2022-09-29 20:53:14,3.203,0.067,1.241,13
2022-09-29 20:52:13,0,0,1.288,13
2022-09-29 20:51:12,3.438,0.072,1.271,13
2022-09-29 20:50:10,3.266,0.069,1.28,13
2022-09-29 20:49:10,2.609,0.055,1.264,13
2022-09-29 20:48:09,1.852,0.039,1.28,13
2022-09-29 20:47:08,1.937,0.041,1.288,13
2022-09-29 20:46:07,2.125,0.045,1.272,13
2022-09-29 20:45:06,3.703,0.078,1.257,13
2022-09-29 20:44:05,1.867,0.039,1.288,13
2022-09-29 20:43:04,2.734,0.057,1.272,13
2022-09-29 20:42:03,3.422,0.072,1.272,13
2022-09-29 20:41:02,1.562,0.033,1.288,13
2022-09-29 20:40:01,0,0,1.265,13
2022-09-29 20:39:00,0,0,1.281,13
2022-09-29 20:37:59,2.656,0.056,1.266,13
2022-09-29 20:36:58,0,0,1.257,13
2022-09-29 20:35:57,0,0,1.288,13
2022-09-29 20:34:56,0,0,1.272,13
2022-09-29 20:33:55,0,0,1.273,13
2022-09-29 20:32:54,0,0,1.266,13.1
2022-09-29 20:31:53,0,0,1.289,13
2022-09-29 20:30:52,0,0,1.289,13
2022-09-29 20:29:51,0,0,1.297,13
2022-09-29 20:28:50,0,0,1.273,13
2022-09-29 20:27:49,0,0,1.289,13.1
2022-09-29 20:26:48,0,0,1.289,13
2022-09-29 20:25:47,0,0,1.289,13
2022-09-29 20:24:46,0,0,1.273,13
2022-09-29 20:23:45,0,0,1.281,13
2022-09-29 20:22:44,0,0,1.274,13.1
2022-09-29 20:21:43,0,0,1.281,13.1
2022-09-29 20:20:42,0,0,1.273,13.1
2022-09-29 20:19:41,0,0,1.281,13.1
2022-09-29 20:18:40,0,0,1.282,13.1
2022-09-29 20:17:39,0,0,1.282,13.1
2022-09-29 20:16:38,0,0,1.289,13.1
2022-09-29 20:15:37,0,0,1.282,13.1
2022-09-29 20:14:36,0,0,1.274,13.1
2022-09-29 20:13:35,1.508,0.032,1.282,13.1
2022-09-29 20:12:34,0,0,1.282,13.1
2022-09-29 20:11:33,0,0,1.298,13.1
2022-09-29 20:10:32,2.016,0.042,1.282,13.1
2022-09-29 20:09:31,1.57,0.033,1.274,13.1
2022-09-29 20:08:30,0,0,1.29,13.1
2022-09-29 20:07:29,0,0,1.298,13.1
2022-09-29 20:06:28,0,0,1.283,13.1
2022-09-29 20:05:27,1.969,0.041,1.228,13.1
2022-09-29 20:04:26,0,0,1.275,13.1
2022-09-29 20:03:25,1.68,0.035,1.291,13.1
2022-09-29 20:02:24,1.664,0.035,1.275,13.1
2022-09-29 20:01:23,1.672,0.035,1.283,13.1
2022-09-29 20:00:22,0,0,1.267,13.1
2022-09-29 19:59:21,0,0,1.275,13.1
2022-09-29 19:58:20,0,0,1.268,13.1
2022-09-29 19:57:19,2.547,0.053,1.26,13.1
2022-09-29 19:56:18,0,0,1.221,13.1
2022-09-29 19:55:17,2.234,0.047,1.275,13.1
2022-09-29 19:54:16,1.602,0.034,1.268,13.1
2022-09-29 19:53:15,1.437,0.03,1.275,13.1
2022-09-29 19:52:14,3.203,0.067,1.291,13.1
2022-09-29 19:51:13,2.328,0.049,1.276,13.1
2022-09-29 19:50:12,3.047,0.064,1.229,13.1
2022-09-29 19:49:11,1.867,0.039,1.268,13.1
2022-09-29 19:48:10,1.883,0.039,1.275,13.1
2022-09-29 19:47:09,1.477,0.031,1.268,13.1
2022-09-29 19:46:08,2.594,0.054,1.276,13.1
2022-09-29 19:45:07,0,0,1.284,13.1
2022-09-29 19:44:06,0,0,1.284,13
2022-09-29 19:43:05,2.172,0.046,1.284,13.1
2022-09-29 19:42:03,0,0,1.253,13.1
2022-09-29 19:41:03,0,0,1.237,13.1
2022-09-29 19:40:02,0,0,1.292,13.1
2022-09-29 19:39:01,0,0,1.268,13.1
2022-09-29 19:38:00,0,0,1.244,13
2022-09-29 19:36:59,0,0,1.268,13.1
2022-09-29 19:35:58,2.609,0.055,1.284,13.1
2022-09-29 19:34:57,2.391,0.05,1.284,13.1
2022-09-29 19:33:56,2.031,0.043,1.277,13.1
2022-09-29 19:32:55,0,0,1.285,13.1
2022-09-29 19:31:55,0,0,1.284,13.1
2022-09-29 19:30:53,0,0,1.293,13.1
2022-09-29 19:29:52,1.437,0.03,1.284,13.1
2022-09-29 19:28:50,0,0,1.277,13.1
2022-09-29 19:27:50,0,0,1.277,13.1
2022-09-29 19:26:49,0,0,1.285,13.1
2022-09-29 19:25:48,0,0,1.293,13.1
2022-09-29 19:24:47,0,0,1.301,13.1
2022-09-29 19:23:46,0,0,1.261,13.1
2022-09-29 19:22:45,0,0,1.269,13.1
2022-09-29 19:21:44,0,0,1.293,13.1
2022-09-29 19:20:43,1.531,0.032,1.285,13.1
2022-09-29 19:19:42,0,0,1.301,13.1
2022-09-29 19:18:41,1.93,0.04,1.294,13.1
2022-09-29 19:17:40,0,0,1.293,13.1
2022-09-29 19:16:39,0,0,1.286,13.1
2022-09-29 19:15:38,0,0,1.293,13.1
2022-09-29 19:14:37,0,0,1.294,13.1
2022-09-29 19:13:36,0,0,1.255,13.1
2022-09-29 19:12:35,0,0,1.294,13.1
2022-09-29 19:11:34,0,0,1.286,13.1
2022-09-29 19:10:33,0,0,1.27,13.1
2022-09-29 19:09:32,0,0,1.278,13.1
2022-09-29 19:08:31,0,0,1.294,13.1
2022-09-29 19:07:30,0,0,1.294,13.1
2022-09-29 19:06:29,1.57,0.033,1.278,13.1
2022-09-29 19:05:28,0,0,1.263,13.1
2022-09-29 19:04:27,0,0,1.294,13.1
2022-09-29 19:03:26,0,0,1.286,13.1
2022-09-29 19:02:25,0,0,1.286,13.1
2022-09-29 19:01:24,0,0,1.287,13.1
2022-09-29 19:00:23,0,0,1.262,13.1
2022-09-29 18:59:22,0,0,1.271,13.1
2022-09-29 18:58:21,0,0,1.279,13.1
2022-09-29 18:57:20,1.562,0.033,1.271,13.1
2022-09-29 18:56:19,0,0,1.287,13.1
2022-09-29 18:55:18,0,0,1.264,13.1
2022-09-29 18:54:17,0,0,1.263,13.1
2022-09-29 18:53:16,0,0,1.295,13.1
2022-09-29 18:52:15,0,0,1.287,13.1
2022-09-29 18:51:14,0,0,1.271,13.1
2022-09-29 18:50:13,0,0,1.295,13.1
2022-09-29 18:49:12,0,0,1.272,13.1
2022-09-29 18:48:11,0,0,1.272,13.1
2022-09-29 18:47:10,0,0,1.288,13.1
2022-09-29 18:46:09,1.617,0.034,1.279,13.1
2022-09-29 18:45:08,0,0,1.272,13.1
2022-09-29 18:44:07,0,0,1.272,13.1
2022-09-29 18:43:06,0,0,1.287,13.1
2022-09-29 18:42:05,0,0,1.28,13.1
2022-09-29 18:41:04,0,0,1.272,13.1
2022-09-29 18:40:03,0,0,1.272,13.1
2022-09-29 18:39:02,1.562,0.033,1.249,13.1
2022-09-29 18:38:01,0,0,1.28,13.1
2022-09-29 18:37:00,0,0,1.304,13.1
2022-09-29 18:35:59,0,0,1.257,13.1
2022-09-29 18:34:58,0,0,1.249,13.1
2022-09-29 18:33:57,0,0,1.288,13.1
2022-09-29 18:32:56,0,0,1.256,13
2022-09-29 18:31:55,0,0,1.248,13.1
2022-09-29 18:30:54,0,0,1.272,13.1
2022-09-29 18:29:53,0,0,1.256,13.1
2022-09-29 18:28:52,0,0,1.264,13.1
2022-09-29 18:27:51,0,0,1.28,13.1
2022-09-29 18:26:49,0,0,1.28,13.1
2022-09-29 18:25:49,0,0,1.281,13.1
2022-09-29 18:24:48,1.82,0.038,1.272,13.1
2022-09-29 18:23:47,2.406,0.051,1.273,13.1
2022-09-29 18:22:46,0,0,1.272,13.1
2022-09-29 18:21:45,2.016,0.042,1.281,13.1
2022-09-29 18:20:44,0,0,1.304,13.1
2022-09-29 18:19:43,0,0,1.288,13.1
2022-09-29 18:18:42,0,0,1.265,13.1
2022-09-29 18:17:41,0,0,1.265,13.1
2022-09-29 18:16:40,0,0,1.273,13.1
2022-09-29 18:15:39,0,0,1.242,13.1
2022-09-29 18:14:38,0,0,1.25,13.1
2022-09-29 18:13:37,0,0,1.259,13.1
2022-09-29 18:12:36,1.836,0.038,1.259,13.1
2022-09-29 18:11:35,0,0,1.259,13.1
2022-09-29 18:10:34,0,0,1.275,13.1
2022-09-29 18:09:33,0,0,1.259,13.1
2022-09-29 18:08:32,1.578,0.033,1.251,13.1
2022-09-29 18:07:31,0,0,1.291,13.1
2022-09-29 18:06:30,0,0,1.259,13.1
2022-09-29 18:05:29,0,0,1.244,13.1
2022-09-29 18:04:28,0,0,1.275,13.1
2022-09-29 18:03:27,0,0,1.283,13.1
2022-09-29 18:02:26,0,0,1.276,13.1
2022-09-29 18:01:25,0,0,1.267,13.1
2022-09-29 18:00:24,0,0,1.259,13.1
2022-09-29 17:59:23,0,0,1.274,13.1
2022-09-29 17:58:22,0,0,1.267,13.1
2022-09-29 17:57:21,0,0,1.289,13.1
2022-09-29 17:56:20,0,0,1.265,13.1
2022-09-29 17:55:19,0,0,1.241,13.1
2022-09-29 17:54:18,0,0,1.288,13.1
2022-09-29 17:53:17,0,0,1.265,13.1
2022-09-29 17:52:16,0,0,1.245,13.1
2022-09-29 17:51:15,0,0,1.281,13.1
2022-09-29 17:50:14,0,0,1.269,13.2
2022-09-29 17:49:13,0,0,1.267,13.2
2022-09-29 17:48:12,0,0,1.28,13.2
2022-09-29 17:47:11,0,0,1.277,13.3
2022-09-29 17:46:10,0,0,1.259,13.4
2022-09-29 17:45:09,0,0,1.256,13.4
2022-09-29 17:44:08,1.57,0.033,1.286,13.4
2022-09-29 17:43:10,1.539,0.032,1.267,13.5
2022-09-29 17:42:06,1.805,0.038,1.264,13.5
2022-09-29 17:41:05,0,0,1.269,13.6
2022-09-29 17:40:04,0,0,1.274,13.6
2022-09-29 17:39:03,0,0,1.293,13.6
2022-09-29 17:38:02,0,0,1.289,13.6
2022-09-29 17:37:01,1.633,0.034,1.284,13.7
2022-09-29 17:36:00,0,0,1.287,13.7
2022-09-29 17:34:59,0,0,1.305,13.7
2022-09-29 17:33:58,0,0,1.252,13.7
2022-09-29 17:32:57,0,0,1.26,13.7
2022-09-29 17:31:56,1.695,0.035,1.291,13.7
2022-09-29 17:30:55,1.562,0.033,1.283,13.7
2022-09-29 17:29:54,0,0,1.291,13.7
2022-09-29 17:28:53,0,0,1.29,13.7
2022-09-29 17:27:52,0,0,1.303,13.7
2022-09-29 17:26:51,0,0,1.305,13.7
2022-09-29 17:25:50,0,0,1.29,13.7
2022-09-29 17:24:49,0,0,1.293,13.7
2022-09-29 17:23:48,0,0,1.293,13.7
2022-09-29 17:22:47,0,0,1.277,13.7
2022-09-29 17:21:46,1.641,0.035,1.269,13.7
2022-09-29 17:20:45,1.57,0.033,1.277,13.7
2022-09-29 17:19:44,0,0,1.293,13.7
2022-09-29 17:18:43,1.742,0.036,1.277,13.7
2022-09-29 17:17:41,2.25,0.047,1.278,13.7
2022-09-29 17:16:41,2.094,0.044,1.27,13.7
2022-09-29 17:15:40,2.406,0.05,1.278,13.7
2022-09-29 17:14:39,1.687,0.035,1.262,13.7
2022-09-29 17:13:38,2.078,0.044,1.277,13.7
2022-09-29 17:12:37,2.844,0.06,1.27,13.7
2022-09-29 17:11:42,1.687,0.035,1.278,13.7
2022-09-29 17:10:35,0,0,1.285,13.7
2022-09-29 17:09:34,2.375,0.05,1.262,13.7
2022-09-29 17:08:33,2.172,0.046,1.269,13.7
2022-09-29 17:07:32,1.719,0.036,1.263,13.7
2022-09-29 17:06:31,0,0,1.278,13.7
2022-09-29 17:05:30,0,0,1.285,13.7
2022-09-29 17:04:29,0,0,1.27,13.7
2022-09-29 17:03:28,0,0,1.287,13.7
2022-09-29 17:02:27,0,0,1.286,13.7
2022-09-29 17:01:26,0,0,1.277,13.7
2022-09-29 17:00:25,0,0,1.286,13.7
2022-09-29 16:59:24,0,0,1.27,13.7
2022-09-29 16:58:23,0,0,1.285,13.7
2022-09-29 16:57:22,0,0,1.287,13.7
2022-09-29 16:56:21,1.687,0.035,1.286,13.7
2022-09-29 16:55:20,1.797,0.038,1.27,13.7
2022-09-29 16:54:19,2.125,0.045,1.27,13.7
2022-09-29 16:53:18,2.453,0.051,1.286,13.7
2022-09-29 16:52:17,0,0,1.279,13.7
2022-09-29 16:51:16,0,0,1.271,13.7
2022-09-29 16:50:15,1.687,0.035,1.295,13.7
2022-09-29 16:49:14,1.773,0.037,1.27,13.7
2022-09-29 16:48:13,2.594,0.055,1.263,13.7
2022-09-29 16:47:12,0,0,1.279,13.7
2022-09-29 16:46:11,3.016,0.063,1.254,13.7
2022-09-29 16:45:10,1.891,0.04,1.271,13.7
2022-09-29 16:44:09,2.172,0.046,1.27,13.7
2022-09-29 16:43:08,0,0,1.27,13.7
2022-09-29 16:42:07,0,0,1.287,13.7
2022-09-29 16:41:06,2.438,0.051,1.271,13.7
2022-09-29 16:40:05,3.266,0.069,1.262,13.7
2022-09-29 16:39:04,2.375,0.05,1.279,13.7
2022-09-29 16:38:03,2.047,0.043,1.271,13.7
2022-09-29 16:37:02,0,0,1.278,13.7
2022-09-29 16:36:01,0,0,1.286,13.7
2022-09-29 16:35:00,1.984,0.042,1.27,13.7
2022-09-29 16:33:59,1.82,0.038,1.264,13.7
2022-09-29 16:32:58,0,0,1.286,13.7
2022-09-29 16:31:57,0,0,1.271,13.7
2022-09-29 16:30:56,0,0,1.287,13.7
2022-09-29 16:29:55,0,0,1.278,13.7
2022-09-29 16:28:54,0,0,1.272,13.7
2022-09-29 16:27:53,0,0,1.278,13.7
2022-09-29 16:26:52,0,0,1.286,13.7
2022-09-29 16:25:51,0,0,1.279,13.7
2022-09-29 16:24:50,0,0,1.287,13.7
2022-09-29 16:23:49,0,0,1.279,13.7
2022-09-29 16:22:48,0,0,1.28,13.7
2022-09-29 16:21:48,0,0,1.295,13.7
2022-09-29 16:20:46,0,0,1.277,13.7
2022-09-29 16:19:45,0,0,1.27,13.7
2022-09-29 16:18:44,0,0,1.27,13.7
2022-09-29 16:17:43,0,0,1.277,13.7
2022-09-29 16:16:42,1.5,0.032,1.27,13.7
2022-09-29 16:15:41,0,0,1.279,13.7
2022-09-29 16:14:40,0,0,1.263,13.7
2022-09-29 16:13:39,0,0,1.279,13.7
2022-09-29 16:12:38,1.758,0.037,1.272,13.7
2022-09-29 16:11:37,0,0,1.28,13.7
2022-09-29 16:10:36,1.5,0.032,1.254,13.7
2022-09-29 16:09:35,2.094,0.044,1.264,13.7
2022-09-29 16:08:34,1.727,0.036,1.271,13.7
2022-09-29 16:07:33,0,0,1.278,13.7
2022-09-29 16:06:32,2,0.042,1.279,13.7
2022-09-29 16:05:31,1.719,0.036,1.272,13.7
2022-09-29 16:04:30,0,0,1.272,13.7
2022-09-29 16:03:29,0,0,1.262,13.7
2022-09-29 16:02:28,0,0,1.278,13.7
2022-09-29 16:01:27,0,0,1.27,13.7
2022-09-29 16:00:26,0,0,1.256,13.7
2022-09-29 15:59:25,0,0,1.289,13.7
2022-09-29 15:58:24,0,0,1.278,13.7
2022-09-29 15:57:23,0,0,1.27,13.7
2022-09-29 15:56:22,0,0,1.265,13.7
2022-09-29 15:55:21,0,0,1.265,13.7
2022-09-29 15:54:20,0,0,1.262,13.7
2022-09-29 15:53:19,0,0,1.271,13.7
2022-09-29 15:52:18,0,0,1.263,13.7
2022-09-29 15:51:17,0,0,1.256,13.7
2022-09-29 15:50:16,2.219,0.046,1.255,13.7
2022-09-29 15:49:15,1.547,0.033,1.256,13.7
2022-09-29 15:48:14,1.586,0.034,1.278,13.7
2022-09-29 15:47:13,0,0,1.281,13.7
2022-09-29 15:46:12,0,0,1.257,13.7
2022-09-29 15:45:11,0,0,1.262,13.7
2022-09-29 15:44:10,0,0,1.264,13.7
2022-09-29 15:43:09,1.891,0.039,1.271,13.7
2022-09-29 15:42:08,0,0,1.278,13.7
2022-09-29 15:41:07,0,0,1.247,13.7
2022-09-29 15:40:06,0,0,1.262,13.7
2022-09-29 15:39:05,0,0,1.264,13.7
2022-09-29 15:38:04,0,0,1.27,13.7
2022-09-29 15:37:03,0,0,1.261,13.7
2022-09-29 15:36:02,0,0,1.262,13.7
2022-09-29 15:35:01,0,0,1.281,13.7
2022-09-29 15:34:00,2.063,0.043,1.272,13.7
2022-09-29 15:32:58,0,0,1.27,13.7
2022-09-29 15:31:58,0,0,1.277,13.7
2022-09-29 15:30:57,0,0,1.279,13.7
2022-09-29 15:29:56,0,0,1.286,13.7
2022-09-29 15:28:55,1.93,0.04,1.255,13.7
2022-09-29 15:27:54,1.906,0.04,1.257,13.7
2022-09-29 15:26:53,0,0,1.279,13.7
2022-09-29 15:25:52,0,0,1.272,13.7
2022-09-29 15:24:51,1.711,0.036,1.27,13.7
2022-09-29 15:23:50,2.156,0.045,1.272,13.7
2022-09-29 15:22:49,1.922,0.041,1.264,13.7
2022-09-29 15:21:48,2.141,0.045,1.257,13.7
2022-09-29 15:20:47,2.547,0.056,1.257,13.7
2022-09-29 15:19:46,2.141,0.045,1.253,13.7
2022-09-29 15:18:45,0,0,1.27,13.7
2022-09-29 15:17:44,0,0,1.277,13.7
2022-09-29 15:16:43,0,0,1.272,13.7
2022-09-29 15:15:42,0,0,1.263,13.7
2022-09-29 15:14:41,0,0,1.263,13.7
2022-09-29 15:13:40,0,0,1.264,13.7
2022-09-29 15:12:39,0,0,1.254,13.7
2022-09-29 15:11:38,0,0,1.264,13.7
2022-09-29 15:10:37,0,0,1.256,13.7
2022-09-29 15:09:36,0,0,1.265,13.7
2022-09-29 15:08:35,0,0,1.232,13.7
2022-09-29 15:07:34,0,0,1.264,13.7
2022-09-29 15:06:33,0,0,1.257,13.7
2022-09-29 15:05:32,0,0,1.262,13.7
2022-09-29 15:04:31,0,0,1.264,13.7
2022-09-29 15:03:30,1.516,0.032,1.263,13.7
2022-09-29 15:02:29,0,0,1.263,13.7
2022-09-29 15:01:28,0,0,1.263,13.7
2022-09-29 15:00:27,0,0,1.264,13.7
2022-09-29 14:59:26,0,0,1.279,13.7
2022-09-29 14:58:25,0,0,1.279,13.7
2022-09-29 14:57:24,1.703,0.036,1.264,13.7
2022-09-29 14:56:23,0,0,1.279,13.7
2022-09-29 14:55:22,0,0,1.295,13.7
2022-09-29 14:54:21,0,0,1.202,13.7
2022-09-29 14:53:20,0,0,1.115,13.7
2022-09-29 14:52:19,0,0,1.248,13.7
